IDX	상호명	리뷰	점수
1539	탑공인중개사	탑부동산 정말 탑이에요~~ ^^  집구할때 정말 잘해주셨었죠~ 인터넷검색하다가 발견하여 이렇게 글남겨요. 항상 좋은일만 있으세용~	5점
1540	아이비헤어	최고예요	5점
1541	예쁜가구	여기저기 봤지만 예쁜가구가 가격도 품질도 제일 나은거같더라구요~ㅎㅎ 사장님께서 친절하게 상담도 잘해주셔서 맘에 쏙드는 가구로 데려왔습니다. 감사합니다!	5점
1542	부동산써치	사장님이 친절하고~ 물건도 많이 보여주시고 괜찮은 부동산인듯 싶네요~ 추천합니다	5점
1543	해신	해양단지용이	5점
1544	닭한마리칼국수	첫번째 방문 후 단골될 것 같네요~ 너무너무 맛있어요!! 원래 닭한마리칼국수 좋아하는데 닭 냄새 안나고 소스도 칼칼하니 맛있어요! 칼국수도 시중에 파는 면이 아니라 제대로 하십니다!  + 개인적으로 동대문 닭한마리보다 더 맛있어요	5점
1545	멋쟁이헤어샵	최곱니다!	5점
1546	키즈펀태권도	♥아이들이 웃을수 있는곳♥♥배움의 즐거움이  있는곳♥☆키즈펀 태권도☆	5점
1547	보보가요광장	최고예요	5점
1548	보보노래연습장	최고예요	5점
1549	대형마트	엄천난 주차비에 기분이 흐리는데....다신 가고싶지않아요... 	5점
1550	장충동참족발보쌈	족발. 완전 맛있어요  냄새도 없어요	5점
1551	펄스짐	좋아요	5점
1552	한체대명문화랑태권도장	한국체대 명문화랑태권도장은    경기도 시흥시 정왕4동 부성파스텔 아파트상가3층 한국체대 명문화랑태권도장 이며 이곳에 김 정현 지도관장님이 계십니다. 중고등부.선수단 입시반선수 진학상담 010-4159-4322	5점
1553	별미용실	정성들여 커트해주시는 게 좋아요	5점
1554	투엘카케어샵	"제 애마를 세차나 하러갔었는데. 피톤치드세척이라고해서 했는데 아이한테 우선 좋을것 같더라구요. 외부,유리까지 철분제거,유분제거랑 발수코팅까지5마넌에 ㅎㅎ 추천합니다."	5점
1555	포토스튜디오찰칵	편집전 친절한설명과 편집중에도 유의할사항 짚어주시면서 보정해주세요 웬만한 사진관 그냥사진만찍고 리뷰안남기는데 여긴좋아서남겨요	5점
1556	요진공인중개사	"배곧신도시 분양권 전문 부동산. 급매물을 다량 확보하고 있으며 공원,바다전망,무피등 다양한 물건을 보유."	5점
1557	대호철물	최고예요	5점
1558	소망고시텔	somsa돌아이댓글알바 전국돌아다니면서 글남기고돈받네	5점
1559	튼튼영어마스터클럽학원	"아이들이 즐겁게 영어를 공부할 수 있는 곳이며, 초등학생에서부터 고등학생까지 차별화된 영어를 공부할 수 있는 곳입니다"	5점
1560	시흥화물	마무리까지 웃으면서 깔끔하게 처리해주셔서 글남깁니다. 번창하십시오.	5점
1561	장곡	최고예요	5점
1562	예사랑어린이집	요즘 뉴스에 무서운 소식들이 많은데 원장님덕분에 안심하고 보내고있습니다.  소수의 일들에의해서  이렇게 노력하는 선생님들이 피해가지 않았으면해서 글올립니다.	5점
1563	그린공인중개사	친절합니다	5점
1564	해군본부	굿	5점
1565	장현능곡비비큐점	굉장히 친절하시고 좋습니다	5점
1566	만화방	개좋음	5점
1567	평양즉석왕족발	최고예요	5점
1568	부산어묵	떡볶이랑 순대가 진짜 맛있어요 ㅋㅋ	5점
1569	통돼지주먹고기김치두루치기	최고예요	5점
1570	지게골아구찜	최고예요	5점
1571	열린농원	냄새에 굉장히 예민한데 정말 맛있게 먹었어요 가게도 깨끗하고 직원분들도 친절하셨습니다	5점
1572	장수사철탕	맛나네요. 진한국물맛이 일품입니다.	5점
1573	효자문식당	최고예요	5점
1574	대야닭한마리칼국수	진짜 최고입니다!!	5점
1575	pc까페	최고예요	5점
1576	페리카나치킨목감체인	매번페리카나만이용하지만목감점이짱인듯!살도통통하고양념치킨소스를듬뿍넣어주셔서밥까지비벼먹을수있음!	5점
1577	대천	최고예요	5점
1578	해물칼국수	조개찜 맛있어요~ 특히 굴이 맛있네요 ㅎㅎ	5점
1579	팜호텔	"깨끗한 설비, 저렴한 비용. 굿입니다."	5점
1580	신명공인중개사무소	.	5점
1581	믿음열쇠설비	늦은시간에도 빠르게와주신 사장님 감사합니다 번창하세요~	5점
1582	디온카클리닉	최고예요	5점
1583	맛고을	깔끔하고 진한 국물이 최곱니다	5점
1584	세일조명	얼마전에 시공받았는데 맘에 들고 강추합니다!!	5점
1585	보오	항상 예쁜옷 넘나 많은곳!!	5점
1586	아룬	최고예요	5점
1587	만나김밥	김밥도 맛있고 사장님께서도 친절하십니다^^	5점
1588	외출준비	머리 예쁘게 잘해주셨어요:)	5점
1589	연세대한양체육관	시화초등학교에서  태권도를 직접지도하신 관장님과  아이들을 사랑으로 지도하시는 사범님들은 아이들에게 진정성있는 교육을 하고자 늘 노력하시는모습 정말 최고입니다 	5점
1590	연호건축자재	저렴하게 자재 걱정없이 공사를 마무리 했네요.	5점
1591	진주세탁소	최고예요	5점
1592	오백년식당	입맛에 딱맛습니다 싱겁지도않고 짜지도않고~  무우를 썰어서 말린다음 반찬한거 드셔보시면 아실거예요 백김치도 엄청 맛있습니다  정왕전철역 2번출구에서 가깝고 의자랑 탁자랑 리모델링하셔서 좋습니다 	5점
1593	만리장성	맛있어요	5점
1594	팜므헤어뷰티	너무 친절하시고 좋아요.자주 이용해야 겠어요.^^	5점
1595	능곡공인중개사	여자 대표님이 아주 친절하고 꼼꼼하게 잘 챙겨주시네요. 감사합니다. ^^	5점
1596	창희민속제과	"안산 성포동 거주합니다.지금  다른 장사를하고 있느데 저녁에 집앞에서 시간이  있어 팔아볼 계산으로 문의합니다. 단체상가소속으로 슈퍼가  있는데 겹치지 않는 품목인거같아서 생각해봅니다.저녁 두세시간 차에놓고.처음  아주아주 장난처럼 소규모로~ 포장단위와 대략가격을 알고싶읍니다, 괜찮고 경험이 생긴다면 키울수도 있읍니다.좋은밤 보내세요.   "	5점
1597	더맛쪽갈비	짱이다 ~	5점
1598	장현족발	가족들이랑 다같이 먹으러 왔는데 족발도 야들야들하고 쟁반막국수도 코끝이 찡한게 기분좋고 야채가 듬뿍 들어가 시원한게 아주 만족스럽네요 ㅎㅎ또 올게요~	5점
1599	맥스	로드뷰에는 리모델링 전 모습으로 나오네요? 실제로는 훨씬 더 깔끔하고 심플합니다. 출장 갈일 있으면 항상 여기만 이용하네요.	5점
1600	맨하탄	최고예요	5점
1601	고양이라면	최고예요	5점
1602	더족발	최고예요	5점
1603	튼튼네칼국수양념	오이도에 머무르면서 다녀본 식당중에 괜찮은 곳. 회를 시키면 스끼다시 잘 나옴	5점
1604	오이도회집	"오이도 갈때마다 자주가는 곳인데, 인테리어도 깔끔해서 데려가는 사람들이 다들 좋아하는 곳이예요.  조개도 푸짐하고 칼국수도 맛있어요"	5점
1605	렉스	선생님들이 잘생기고 친절하고 종목두 다양해서한곳에서 꾸준히할수있음시설두 완전깨끗!	5점
1606	리베음악학원	원장 선생님이 직접 가르쳐주시는 통합반 수업을 통해 우리 아이가 음악을 더 쉽고 재미있게 접할 수 있는거 같아요! 피아노 선생님도 아이들을 너무 예뻐하셔서 아이가 학원가는걸 좋아해서 너무 뿌듯해요^^	5점
1607	서해공인중개사사무소	덕분에 재테크 성공했어요.	5점
1608	목수아저씨	작년 6월에 처음 내집장만 하면서 여기저기 알아보고 맞겼었어요  견적에대한 자세한 설명이 마음에 들어 계약하고 진행했어요  일년이지난 시점에서 확실히 여기서하길 잘햇다는 생각이듭니다.  중간 공사가 잘되었어도 AS할일이 있었는데 싫은내색 하지않고 달려와주셨네요	5점
1609	영남공인중개사사무소	처음으로 부동산을 통해 집을 구하기로 맘을 먹고 영남뱅크부동산을 방문했는데 사장님께서 이것저것 따져가며 저희 여건에 맞는 좋은 집을 구해주셨어요. 너무 친절한 상담 감사드리고 앞으로 사업 대박나시길 바랄게요.	5점
1610	월드식당	최고예요	5점
1611	우리통신	"모집공고 우리통신 투잡 알바 부업 남여환영합니다 상시채용합니다 휴대폰 배송,관리,상담,홍보사원 모집합니다  우리통신 - 창업상담 cafe.daum.net/ckatjs2  문의 031-319-7050       010-8487-7111"	5점
1612	애플	병원진료 후 다이어트가 건강의 지름길이라는 걸 알고 등록했는데 와우 살빼는데는 역시 이 수업이 딱이네요 트레이너도 친절하시고 운동에 관한 열정이 잇으신것같아 믿고 운동 열심히 함해볼라구요.	5점
1613	아이리스피씨방	컴 사양도 좋고 친절한 분위기도 좋습니다. 제일 좋은건 매콤삼겹덮밥이 최고입니다. 	5점
1614	한국체대화랑태권도전문도장	한국체대 명문화랑태권도장은    경기도 시흥시 정왕4동 부성파스텔 아파트상가3층 한국체대 명문화랑태권도장 이며 이곳에 김 정현 지도관장님이 계십니다. 중고등부.선수단 입시반선수 진학상담 010-4159-4322	5점
1615	들꽃향	주차하기도 편하고 너무 맛있게 잘먹었습니다 오랜만에 밥다운밥 먹은거같네요	5점
1616	충청도금산회집	최고예요	5점
1617	도움드리는공인중개사	사장님 방 잘쓸께요.!! 조만간에 함 놀러갑니다!!	4점
1618	광명생숯불구이	"삼겹살,목살 맛있고 가격 저렴합니다. 내부 시설이나 환기가 잘 안되는 단점이 있어요"	4점
1619	둘리분식	항상 맛있음. 이자리서 내가 본것만 17년 하고계신 맛집	4점
1620	장산도횟집	좋아요	4점
1621	호식이두마리치킨	좋아요	4점
1622	조개섬	무한리필집웨이팅개길어서다른곳찾아서왔는데괜찮았어요!!친절하시구먹는양이적어서 적당히 배부르고 괜찮았습니당	4점
1623	사라낙지전문점	좋아요	4점
1624	술촌	전 술집	4점
1625	빨간펜	"교원 빨간펜 초중등 1:1맞춤학습. 스토리텔링,연산,서술형학습 시스템 입니다."	4점
1626	전라도혜자매식당	꼬막정식 푸짐해요~ 반찬이 짜지않고 맛나서 많이 먹었네요^^	4점
1627	강촌토종삼계탕	삼계탕 맛도 괜찮았고 각종 야채도 싱싱하고 좋았음	4점
1628	화이트카페	"오이도 해안산책로의 끝지점에 위치한 햇볕 따땃한 작은 카페, 인상 좋으신 할머니 바리스타의 친절함에 기분이 좋아집니다."	4점
1629	빈대떡과찜	여기 좀 좋아함... 잔치국수도 맛있고... 매운갈비찜도 맛있음... 사장님?친절하다못해 천사같음 근데 술먹으러 많이 와서 시끄럽기도 함	4점
1630	커피뷰	좋아요	4점
1631	커피나인	거래처왔다가 시간이 남아 근처카페를 찾아왔습니다^^ 친절한 서비스에 기분좋게 차마시고 갑니다~	4점
1632	목감문구센타	문구사예요~~문구는 진짜 애들 쓰는건 다 있는것 같아서 좋아요	4점
1633	서울식당	동네 체인점 국밥집보단 확실히 맛있음	4점
1634	동아분식	전화로 주문하고 바로 갔는데 음식준비도 빠르고 맛도 좋았어요	4점
1635	남경관	기대하고 간 건 아니지만 현금으로 계산하면 모든걸 이해 할 수 있을만큼의 가격이 나온다. 미니탕수육도 양이 많은편.	4점
1636	바람부리명태찜	명태 백탕이랑 알찜 시켜서 먹으면 최고에요. 근데 넘 매워서 먹는 게 아니라 싸우는 듯한 느낌 	4점
1637	소풍	좋아요	4점
1638	뱃고동조개구이	맛 있어요. 해물파전 19000 탕수육보가 좋음 바지락칼국수 양많음 비린맛 없고 야깐 지글거리는건 있고. 재방문 의사 있음	4점
1639	워터캐슬불가마사우나	1일헬스. 마사지 가능	4점
1640	뽕의전쟁	꿔바로우 좋구요  짬뽕도 깔끔합니다 맛집이예요~~	4점
1641	풍돈	고기 맛남	4점
1642	아구랑감자옹심이	좋아요	4점
1643	월곶갈비집	딸아이 친구가 와서 대접했어요^^	4점
1644	등대	좋아요	4점
1645	유영닥트	호동 분식집 후드 및 모터 설치 -  현장환경이 협소해서 작업하는데 어려움이 있어서 완벽하게 공사를 못한 부분이 약간 아쉽네요.	4점
1646	헤어풍경	미용계의 장인이 계신 곳	4점
1647	태능숯불갈비	어르신들과 나들길에 들려 불고기전골과 삼겹살 돌솥비빔밥을 먹었는데 좋은일 한다고 사장님이 음식값도 할인해주고 맛도 훌륭하였어요	4점
1648	군산수산	좋아요	4점
1649	큰손수산	괜찮아요 	4점
1650	한양호텔학원	요리를 배우고싶어 함 찾아가고싶어서요 대충 몇가지 묻고싶은데 ??	4점
1651	시흥식당	좋아요	4점
1652	명인족발보쌈	좋아요	4점
1653	세민인테리어	연락주세요. 견적서 관계로 문의합니다. 010-3553-3774	4점
1654	봉구비어	맥주가 맛있는 곳	4점
1655	대청갈비	좋아요	4점
1656	철원손두부	"오래된 인테리어와 식기들만 아니라면 별점 5개 줄 식당, 콩국수와 순두부찌개 먹어봤는데 나머진 먹어보지 못했다. 다른 메뉴는 이보다 더 맛있을것 같지 않아 맛보지 못할만큼 맛있다."	4점
1657	승현부동산	좋아요	4점
1658	옛날부추곱창	곱창	4점
1659	장터순대국	곱배기 양이 그렇게 많았으면 보통시킬걸 그랬다..	4점
1660	청솔회타운	괜찮아요. 세트메뉴 푸짐해요	4점
1661	더조은	침을 잘놓으세요. 맘에듭니다. 아쉬운건 치료시간이 짧은거ㅠㅠ 빼곤  간호사샘도 친절하심	4점
1662	온양철물	좋아요	4점
1663	진애연	정찰제(?)라서 안심. 점심특선이 가격대비 괜찮음. 물론 주변이 관광지임을 고려하면. 스키다시는 그럭저럭. 오징어무침 맛있음. 회 양껏 잘나오고 매운탕까지 나오니 후회없음.	4점
1664	밥상	좋아요	4점
1665	오리마을	맛은 적당하지만 먹는 자세가 불편한것이 흠. 다른 사람들하고 거리두고 먹기엔 좋다.	4점
